Commodity,Year,Attribute,Value
"Red meat, poultry, and fish (boneless weight): Per capita availability",1926,Poultry-Total-Pounds,11.08916513
"Red meat, poultry, and fish (boneless weight): Per capita availability",1927,Poultry-Total-Pounds,11.91461931
"Red meat, poultry, and fish (boneless weight): Per capita availability",1928,Poultry-Total-Pounds,11.47591428
"Red meat, poultry, and fish (boneless weight): Per capita availability",1929,Poultry-Total-Pounds,11.27543587
"Red meat, poultry, and fish (boneless weight): Per capita availability",1930,Poultry-Total-Pounds,12.32383024
"Red meat, poultry, and fish (boneless weight): Per capita availability",1931,Poultry-Total-Pounds,11.10317441
"Red meat, poultry, and fish (boneless weight): Per capita availability",1932,Poultry-Total-Pounds,11.55700326
"Red meat, poultry, and fish (boneless weight): Per capita availability",1933,Poultry-Total-Pounds,11.95872384
"Red meat, poultry, and fish (boneless weight): Per capita availability",1934,Poultry-Total-Pounds,11.02532316
"Red meat, poultry, and fish (boneless weight): Per capita availability",1935,Poultry-Total-Pounds,10.67875819
"Red meat, poultry, and fish (boneless weight): Per capita availability",1936,Poultry-Total-Pounds,11.34235183
"Red meat, poultry, and fish (boneless weight): Per capita availability",1937,Poultry-Total-Pounds,11.49659199
"Red meat, poultry, and fish (boneless weight): Per capita availability",1938,Poultry-Total-Pounds,10.76699828
"Red meat, poultry, and fish (boneless weight): Per capita availability",1939,Poultry-Total-Pounds,11.90446317
"Red meat, poultry, and fish (boneless weight): Per capita availability",1940,Poultry-Total-Pounds,12.25586958
"Red meat, poultry, and fish (boneless weight): Per capita availability",1941,Poultry-Total-Pounds,13.33497249
"Red meat, poultry, and fish (boneless weight): Per capita availability",1942,Poultry-Total-Pounds,15.18264867
"Red meat, poultry, and fish (boneless weight): Per capita availability",1943,Poultry-Total-Pounds,18.22764537
"Red meat, poultry, and fish (boneless weight): Per capita availability",1944,Poultry-Total-Pounds,17.73954638
"Red meat, poultry, and fish (boneless weight): Per capita availability",1945,Poultry-Total-Pounds,17.80295581
"Red meat, poultry, and fish (boneless weight): Per capita availability",1946,Poultry-Total-Pounds,16.92005743
"Red meat, poultry, and fish (boneless weight): Per capita availability",1947,Poultry-Total-Pounds,15.45458835
"Red meat, poultry, and fish (boneless weight): Per capita availability",1948,Poultry-Total-Pounds,15.06782331
"Red meat, poultry, and fish (boneless weight): Per capita availability",1949,Poultry-Total-Pounds,16.1012682
"Red meat, poultry, and fish (boneless weight): Per capita availability",1950,Poultry-Total-Pounds,17.55022283
"Red meat, poultry, and fish (boneless weight): Per capita availability",1951,Poultry-Total-Pounds,18.60392645
"Red meat, poultry, and fish (boneless weight): Per capita availability",1952,Poultry-Total-Pounds,19.00509703
"Red meat, poultry, and fish (boneless weight): Per capita availability",1953,Poultry-Total-Pounds,18.93561871
"Red meat, poultry, and fish (boneless weight): Per capita availability",1954,Poultry-Total-Pounds,19.88503057
"Red meat, poultry, and fish (boneless weight): Per capita availability",1955,Poultry-Total-Pounds,18.68887612
"Red meat, poultry, and fish (boneless weight): Per capita availability",1956,Poultry-Total-Pounds,20.93186939
"Red meat, poultry, and fish (boneless weight): Per capita availability",1957,Poultry-Total-Pounds,22.17612714
"Red meat, poultry, and fish (boneless weight): Per capita availability",1958,Poultry-Total-Pounds,23.99624442
"Red meat, poultry, and fish (boneless weight): Per capita availability",1959,Poultry-Total-Pounds,24.74204424
"Red meat, poultry, and fish (boneless weight): Per capita availability",1960,Poultry-Total-Pounds,24.04690293
"Red meat, poultry, and fish (boneless weight): Per capita availability",1961,Poultry-Total-Pounds,26.43074511
"Red meat, poultry, and fish (boneless weight): Per capita availability",1962,Poultry-Total-Pounds,26.14194427
"Red meat, poultry, and fish (boneless weight): Per capita availability",1963,Poultry-Total-Pounds,26.47205166
"Red meat, poultry, and fish (boneless weight): Per capita availability",1964,Poultry-Total-Pounds,27.13695939
"Red meat, poultry, and fish (boneless weight): Per capita availability",1965,Poultry-Total-Pounds,28.81629208
"Red meat, poultry, and fish (boneless weight): Per capita availability",1966,Poultry-Total-Pounds,30.74746739
"Red meat, poultry, and fish (boneless weight): Per capita availability",1967,Poultry-Total-Pounds,31.91728925
"Red meat, poultry, and fish (boneless weight): Per capita availability",1968,Poultry-Total-Pounds,31.59213576
"Red meat, poultry, and fish (boneless weight): Per capita availability",1969,Poultry-Total-Pounds,32.89008983
"Red meat, poultry, and fish (boneless weight): Per capita availability",1970,Poultry-Total-Pounds,33.79522598
"Red meat, poultry, and fish (boneless weight): Per capita availability",1971,Poultry-Total-Pounds,33.98177582
"Red meat, poultry, and fish (boneless weight): Per capita availability",1972,Poultry-Total-Pounds,35.41397641
"Red meat, poultry, and fish (boneless weight): Per capita availability",1973,Poultry-Total-Pounds,33.70757452
"Red meat, poultry, and fish (boneless weight): Per capita availability",1974,Poultry-Total-Pounds,33.83208967
"Red meat, poultry, and fish (boneless weight): Per capita availability",1975,Poultry-Total-Pounds,32.92437459
"Red meat, poultry, and fish (boneless weight): Per capita availability",1976,Poultry-Total-Pounds,35.50985527
"Red meat, poultry, and fish (boneless weight): Per capita availability",1977,Poultry-Total-Pounds,35.90576779
"Red meat, poultry, and fish (boneless weight): Per capita availability",1978,Poultry-Total-Pounds,37.26403881
"Red meat, poultry, and fish (boneless weight): Per capita availability",1979,Poultry-Total-Pounds,40.1276146
"Red meat, poultry, and fish (boneless weight): Per capita availability",1980,Poultry-Total-Pounds,40.77180978
"Red meat, poultry, and fish (boneless weight): Per capita availability",1981,Poultry-Total-Pounds,42.05400367
"Red meat, poultry, and fish (boneless weight): Per capita availability",1982,Poultry-Total-Pounds,42.22055349
"Red meat, poultry, and fish (boneless weight): Per capita availability",1983,Poultry-Total-Pounds,42.73148683
"Red meat, poultry, and fish (boneless weight): Per capita availability",1984,Poultry-Total-Pounds,43.96145394
"Red meat, poultry, and fish (boneless weight): Per capita availability",1985,Poultry-Total-Pounds,45.52212263
"Red meat, poultry, and fish (boneless weight): Per capita availability",1986,Poultry-Total-Pounds,47.35914054
"Red meat, poultry, and fish (boneless weight): Per capita availability",1987,Poultry-Total-Pounds,51.02657972
"Red meat, poultry, and fish (boneless weight): Per capita availability",1988,Poultry-Total-Pounds,51.93800954
"Red meat, poultry, and fish (boneless weight): Per capita availability",1989,Poultry-Total-Pounds,53.54219561
"Red meat, poultry, and fish (boneless weight): Per capita availability",1990,Poultry-Total-Pounds,56.19586894
"Red meat, poultry, and fish (boneless weight): Per capita availability",1991,Poultry-Total-Pounds,58.14832511
"Red meat, poultry, and fish (boneless weight): Per capita availability",1992,Poultry-Total-Pounds,60.45879633
"Red meat, poultry, and fish (boneless weight): Per capita availability",1993,Poultry-Total-Pounds,61.99808724
"Red meat, poultry, and fish (boneless weight): Per capita availability",1994,Poultry-Total-Pounds,62.65330504
"Red meat, poultry, and fish (boneless weight): Per capita availability",1995,Poultry-Total-Pounds,62.09748656
"Red meat, poultry, and fish (boneless weight): Per capita availability",1996,Poultry-Total-Pounds,62.97001994
"Red meat, poultry, and fish (boneless weight): Per capita availability",1997,Poultry-Total-Pounds,63.64888797
"Red meat, poultry, and fish (boneless weight): Per capita availability",1998,Poultry-Total-Pounds,64.35215304
"Red meat, poultry, and fish (boneless weight): Per capita availability",1999,Poultry-Total-Pounds,67.40181812
"Red meat, poultry, and fish (boneless weight): Per capita availability",2000,Poultry-Total-Pounds,67.90111026
"Red meat, poultry, and fish (boneless weight): Per capita availability",2001,Poultry-Total-Pounds,67.83006293
"Red meat, poultry, and fish (boneless weight): Per capita availability",2002,Poultry-Total-Pounds,70.78349093
"Red meat, poultry, and fish (boneless weight): Per capita availability",2003,Poultry-Total-Pounds,71.34403942
"Red meat, poultry, and fish (boneless weight): Per capita availability",2004,Poultry-Total-Pounds,72.77933974
"Red meat, poultry, and fish (boneless weight): Per capita availability",2005,Poultry-Total-Pounds,73.70823413
"Red meat, poultry, and fish (boneless weight): Per capita availability",2006,Poultry-Total-Pounds,74.23638087
"Red meat, poultry, and fish (boneless weight): Per capita availability",2007,Poultry-Total-Pounds,73.70734452
"Red meat, poultry, and fish (boneless weight): Per capita availability",2008,Poultry-Total-Pounds,72.61934761
"Red meat, poultry, and fish (boneless weight): Per capita availability",2009,Poultry-Total-Pounds,69.40558037
"Red meat, poultry, and fish (boneless weight): Per capita availability",2010,Poultry-Total-Pounds,70.947724
"Red meat, poultry, and fish (boneless weight): Per capita availability",2011,Poultry-Total-Pounds,71.02887061
"Red meat, poultry, and fish (boneless weight): Per capita availability",2012,Poultry-Total-Pounds,69.26470885
"Red meat, poultry, and fish (boneless weight): Per capita availability",2013,Poultry-Total-Pounds,70.31148661
"Red meat, poultry, and fish (boneless weight): Per capita availability",2014,Poultry-Total-Pounds,71.27401318
"Red meat, poultry, and fish (boneless weight): Per capita availability",2015,Poultry-Total-Pounds,75.20919792
"Red meat, poultry, and fish (boneless weight): Per capita availability",2016,Poultry-Total-Pounds,76.31220617
"Red meat, poultry, and fish (boneless weight): Per capita availability",2017,Poultry-Total-Pounds,77.05070398
"Red meat, poultry, and fish (boneless weight): Per capita availability",2018,Poultry-Total-Pounds,77.94526852
"Red meat, poultry, and fish (boneless weight): Per capita availability",2019,Poultry-Total-Pounds,79.64169873
"Red meat, poultry, and fish (boneless weight): Per capita availability",2020,Poultry-Total-Pounds,80.28230138
"Red meat, poultry, and fish (boneless weight): Per capita availability",2021,Poultry-Total-Pounds,80.16535509
"Red meat, poultry, and fish (boneless weight): Per capita availability",1909,Fish and shellfish-Pounds,11
"Red meat, poultry, and fish (boneless weight): Per capita availability",1910,Fish and shellfish-Pounds,11.2
"Red meat, poultry, and fish (boneless weight): Per capita availability",1911,Fish and shellfish-Pounds,11.3
"Red meat, poultry, and fish (boneless weight): Per capita availability",1912,Fish and shellfish-Pounds,11.3
"Red meat, poultry, and fish (boneless weight): Per capita availability",1913,Fish and shellfish-Pounds,11.5
"Red meat, poultry, and fish (boneless weight): Per capita availability",1914,Fish and shellfish-Pounds,11.7
"Red meat, poultry, and fish (boneless weight): Per capita availability",1915,Fish and shellfish-Pounds,11.2
"Red meat, poultry, and fish (boneless weight): Per capita availability",1916,Fish and shellfish-Pounds,11
"Red meat, poultry, and fish (boneless weight): Per capita availability",1917,Fish and shellfish-Pounds,10.9
"Red meat, poultry, and fish (boneless weight): Per capita availability",1918,Fish and shellfish-Pounds,10.9
"Red meat, poultry, and fish (boneless weight): Per capita availability",1919,Fish and shellfish-Pounds,11.6
"Red meat, poultry, and fish (boneless weight): Per capita availability",1920,Fish and shellfish-Pounds,11.8
"Red meat, poultry, and fish (boneless weight): Per capita availability",1921,Fish and shellfish-Pounds,10.5
"Red meat, poultry, and fish (boneless weight): Per capita availability",1922,Fish and shellfish-Pounds,11.3
"Red meat, poultry, and fish (boneless weight): Per capita availability",1923,Fish and shellfish-Pounds,10.7
"Red meat, poultry, and fish (boneless weight): Per capita availability",1924,Fish and shellfish-Pounds,11
"Red meat, poultry, and fish (boneless weight): Per capita availability",1925,Fish and shellfish-Pounds,11.1
"Red meat, poultry, and fish (boneless weight): Per capita availability",1926,Fish and shellfish-Pounds,11.4
"Red meat, poultry, and fish (boneless weight): Per capita availability",1927,Fish and shellfish-Pounds,12.2
"Red meat, poultry, and fish (boneless weight): Per capita availability",1928,Fish and shellfish-Pounds,12.1
"Red meat, poultry, and fish (boneless weight): Per capita availability",1929,Fish and shellfish-Pounds,11.81675906
"Red meat, poultry, and fish (boneless weight): Per capita availability",1930,Fish and shellfish-Pounds,10.22696367
"Red meat, poultry, and fish (boneless weight): Per capita availability",1931,Fish and shellfish-Pounds,8.838386133
"Red meat, poultry, and fish (boneless weight): Per capita availability",1932,Fish and shellfish-Pounds,8.442057159
"Red meat, poultry, and fish (boneless weight): Per capita availability",1933,Fish and shellfish-Pounds,8.633869043
"Red meat, poultry, and fish (boneless weight): Per capita availability",1934,Fish and shellfish-Pounds,9.188733842
"Red meat, poultry, and fish (boneless weight): Per capita availability",1935,Fish and shellfish-Pounds,10.48665536
