STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,ES,Spain,2024,16.8,7,17,Inicio,25.8,906,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,ES,Spain,2024,16.8,7,17,Fim,25.8,905,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,ES,Spain,2024,30.2,7,18,Inicio,25.8,904,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,ES,Spain,2024,30.2,7,18,Fim,25.8,903,30.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SE,Sweden,2024,27.7,7,1,Inicio,17.5,938,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,SE,Sweden,2024,27.7,7,1,Fim,17.5,937,27.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SE,Sweden,2024,32,7,2,Inicio,17.5,936,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,SE,Sweden,2024,32,7,2,Fim,17.5,935,32
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SE,Sweden,2024,20.2,7,3,Inicio,17.5,934,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,SE,Sweden,2024,20.2,7,3,Fim,17.5,933,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SE,Sweden,2024,26.3,7,4,Inicio,17.5,932,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,SE,Sweden,2024,26.3,7,4,Fim,17.5,931,26.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SE,Sweden,2024,29,7,5,Inicio,17.5,930,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,SE,Sweden,2024,29,7,5,Fim,17.5,929,29
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SE,Sweden,2024,9.1,7,6,Inicio,17.5,928,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,SE,Sweden,2024,9.1,7,6,Fim,17.5,927,9.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SE,Sweden,2024,11.5,7,7,Inicio,17.5,926,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,SE,Sweden,2024,11.5,7,7,Fim,17.5,925,11.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SE,Sweden,2024,6.5,7,8,Inicio,17.5,924,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",SE,Sweden,2024,6.5,7,8,Fim,17.5,923,6.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SE,Sweden,2024,17.1,7,9,Inicio,17.5,922,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,SE,Sweden,2024,17.1,7,9,Fim,17.5,921,17.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SE,Sweden,2024,17.7,7,10,Inicio,17.5,920,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,SE,Sweden,2024,17.7,7,10,Fim,17.5,919,17.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SE,Sweden,2024,31.8,7,11,Inicio,17.5,918,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,SE,Sweden,2024,31.8,7,11,Fim,17.5,917,31.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SE,Sweden,2024,9.5,7,12,Inicio,17.5,916,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,SE,Sweden,2024,9.5,7,12,Fim,17.5,915,9.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SE,Sweden,2024,15,7,13,Inicio,17.5,914,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,SE,Sweden,2024,15,7,13,Fim,17.5,913,15
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SE,Sweden,2024,12.5,7,14,Inicio,17.5,912,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,SE,Sweden,2024,12.5,7,14,Fim,17.5,911,12.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SE,Sweden,2024,8.5,7,15,Inicio,17.5,910,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,SE,Sweden,2024,8.5,7,15,Fim,17.5,909,8.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SE,Sweden,2024,30.5,7,16,Inicio,17.5,908,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,SE,Sweden,2024,30.5,7,16,Fim,17.5,907,30.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SE,Sweden,2024,14.1,7,17,Inicio,17.5,906,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,SE,Sweden,2024,14.1,7,17,Fim,17.5,905,14.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SE,Sweden,2024,11.5,7,18,Inicio,17.5,904,17.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,SE,Sweden,2024,11.5,7,18,Fim,17.5,903,11.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,TR,Türkiye,2024,28.1,7,1,Inicio,30.4,938,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,TR,Türkiye,2024,28.1,7,1,Fim,30.4,937,28.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,TR,Türkiye,2024,28.1,7,2,Inicio,30.4,936,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,TR,Türkiye,2024,28.1,7,2,Fim,30.4,935,28.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,TR,Türkiye,2024,28.1,7,3,Inicio,30.4,934,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,TR,Türkiye,2024,28.1,7,3,Fim,30.4,933,28.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,TR,Türkiye,2024,37.3,7,4,Inicio,30.4,932,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,TR,Türkiye,2024,37.3,7,4,Fim,30.4,931,37.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,TR,Türkiye,2024,17.1,7,5,Inicio,30.4,930,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,TR,Türkiye,2024,17.1,7,5,Fim,30.4,929,17.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,TR,Türkiye,2024,26.2,7,6,Inicio,30.4,928,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,TR,Türkiye,2024,26.2,7,6,Fim,30.4,927,26.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,TR,Türkiye,2024,20.5,7,7,Inicio,30.4,926,30.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,TR,Türkiye,2024,20.5,7,7,Fim,30.4,925,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",TR,Türkiye,2024,34,7,8,Inicio,30.4,924,30.4
